Division,HR_PAI,Catchment_PAI,week
South East,0,4.21090153147908,01/16-01/23
South West,12.5931122448975,5.52205689395293,01/16-01/23
Central,6.03694267515927,1.67735656531726,01/24-02/31
North Central,0,0,01/24-02/31
North East,8.36523929471033,3.52276301466893,01/24-02/31
North West,7.94143744454346,3.60051332596549,01/24-02/31
South Central,3.66793216907128,1.12690034474403,01/24-02/31
South East,0,3.08799445641799,01/24-02/31
South West,3.39045329670316,5.20347668853257,01/24-02/31
Central,6.03694267515927,1.67735656531726,02/01-02/08
North Central,0,0,02/01-02/08
North East,5.11209068010076,2.58335954409055,02/01-02/08
North West,0,3.1504491602198,02/01-02/08
South Central,9.00310623317495,4.61004686486194,02/01-02/08
South East,0,5.51427581503212,02/01-02/08
South West,8.81517857142823,4.83179978220881,02/01-02/08
Central,5.48812970469025,2.28730440725081,02/09-02/16
North Central,10.6699239956569,6.83686870536043,02/09-02/16
North East,5.11209068010076,7.75007863227164,02/09-02/16
North West,0,2.52035932817584,02/09-02/16
South Central,0,2.34048533139145,02/09-02/16
South East,5.95548433048438,2.96922543886345,02/09-02/16
South West,5.50948660714264,6.03974972776101,02/09-02/16
Central,3.35385704175515,1.86372951701918,02/17-02/24
North Central,0,0,02/17-02/24
North East,0,3.10003145290866,02/17-02/24
North West,6.94875776397553,3.1504491602198,02/17-02/24
South Central,5.07867531102177,3.12064710852193,02/17-02/24
South East,0,4.4114206520257,02/17-02/24
South West,3.14827806122437,2.76102844697646,02/17-02/24
